SiteCode,SiteName,Latitude,Longitude,LatLongDatumSRSName,Elevation_m,VerticalDatum,LocalX,LocalY,LocalProjectionSRSName,PosAccuracy_m,State,County,Comments
MUONGMAN,Muong Man,10.9666666667,108,WGS84,,,,,WGS 84 / UTM zone 48N,,,,
