DataValue,LocalDateTime,UTCOffset,SiteCode,VariableCode,CensorCode,SourceID,QualityControlLevelID,MethodDescription
22.6,02/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.8,02/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.5,02/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,02/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,02/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21,02/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.1,02/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
20.8,02/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.5,02/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.3,02/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
20.7,02/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.5,02/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.9,02/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.1,02/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.8,02/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.3,02/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.6,02/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.8,02/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.1,02/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.9,02/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.2,02/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.1,02/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.3,02/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.3,02/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.1,02/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.9,02/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.9,03/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,03/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,03/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.4,03/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.6,03/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.7,03/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.5,03/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,03/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,03/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.2,03/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,03/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.4,03/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.7,03/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,03/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,03/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,03/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.3,03/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.3,03/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,03/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,03/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.8,03/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,03/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,03/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.6,03/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,03/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,03/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,03/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,03/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,03/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.6,03/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,03/31/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,04/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,04/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,04/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,04/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,04/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.9,04/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,04/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,04/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,04/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,04/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,04/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,04/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.4,04/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,04/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.3,04/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,04/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.4,04/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
28.3,04/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.4,04/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
28.3,04/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.9,04/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
28.4,04/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
28.5,04/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,04/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.2,04/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,04/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.2,04/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.8,04/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,04/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.3,04/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,05/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.9,05/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,05/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.8,05/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.1,05/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,05/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.6,05/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.9,05/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27,05/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.2,05/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.8,05/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.5,05/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,05/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.3,05/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.2,05/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26,05/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.6,05/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.2,05/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,05/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.8,05/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.7,05/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,05/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.5,05/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,05/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,05/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,05/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.8,05/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.2,05/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.3,05/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,05/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.6,05/31/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
27.2,06/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26,06/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26,06/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.3,06/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.5,06/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,06/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,06/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,06/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.6,06/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.1,06/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,06/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.5,06/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.9,06/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,06/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,06/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.3,06/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,06/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,06/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,06/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,06/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,06/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,06/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.5,06/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,06/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.9,06/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,06/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.6,06/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,06/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.5,06/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,06/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,07/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,07/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.3,07/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.1,07/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,07/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,07/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,07/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.9,07/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.1,07/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,07/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,07/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,07/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.4,07/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,07/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,07/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.6,07/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.4,07/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.3,07/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.4,07/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,07/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,07/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.1,07/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,07/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,07/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,07/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,07/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,07/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.6,07/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,07/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,07/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,07/31/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.5,08/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,08/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,08/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,08/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,08/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.3,08/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,08/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,08/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,08/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.3,08/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,08/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,08/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,08/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,08/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.5,08/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,08/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,08/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,08/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,08/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.5,08/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,08/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,08/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.8,08/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.6,08/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,08/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,08/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,08/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,08/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.5,08/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,08/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,08/31/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,09/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,09/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,09/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23,09/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.2,09/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,09/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,09/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,09/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,09/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.4,09/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,09/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,09/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,09/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.2,09/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,09/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,09/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.5,09/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,09/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.6,09/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,09/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,09/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.6,09/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,09/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,09/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,09/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,09/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,09/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.4,09/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,09/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,09/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,10/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,10/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.4,10/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,10/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.3,10/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,10/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.1,10/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,10/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,10/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,10/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,10/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.3,10/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,10/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.3,10/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,10/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.9,10/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.4,10/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,10/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,10/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,10/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
26.2,10/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25,10/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.2,10/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.3,10/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,10/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,10/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,10/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.3,10/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.6,10/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,10/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.7,10/31/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,11/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.6,11/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
25.7,11/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,11/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.5,11/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,11/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.2,11/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.4,11/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.5,11/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.5,11/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,11/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.2,11/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.7,11/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.9,11/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,11/15/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.3,11/16/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.7,11/17/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24,11/18/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.5,11/19/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23.8,11/20/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.8,11/21/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.5,11/22/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.4,11/23/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.8,11/24/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
20.8,11/25/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.7,11/26/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
20.3,11/27/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.9,11/28/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.7,11/29/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.6,11/30/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
20,12/01/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
19,12/02/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
20.9,12/03/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
24.1,12/04/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
19.9,12/05/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
20.5,12/06/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.8,12/07/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.1,12/08/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.3,12/09/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.4,12/10/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
23,12/11/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
21.5,12/12/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.5,12/13/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
22.2,12/14/1990 00:00:00,7,PHANTHIET,Tmin,,1,,Manual
